Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Botswana,BWA,"Population ages 65 and above, total",SP.POP.65UP.TO,53550,54899,56120,57257,58338,59359,60307,61190,62027,62877,63807,64850,66027,67272,68489,69730,71484,73855,76575,79678,83063,86674,90356,92988,96112
Canada,CAN,"Population ages 65 and above, total",SP.POP.65UP.TO,3709339,3769484,3831961,3901817,3970739,4036710,4109487,4190005,4286046,4392084,4512037,4641644,4782333,4943195,5136501,5337513,5534047,5715697,5920267,6131446,6359670,6603025,6848293,7080038,7410039
Switzerland,CHE,"Population ages 65 and above, total",SP.POP.65UP.TO,1071731,1085388,1099734,1115409,1129663,1142456,1158212,1175897,1196852,1222961,1252711,1284448,1313796,1345943,1380632,1414537,1448097,1479382,1508286,1536158,1563463,1591310,1617570,1650628,1693372
Channel Islands,CHI,"Population ages 65 and above, total",SP.POP.65UP.TO,20747,20879,21025,21233,21522,21833,22186,22538,22800,23004,23287,23677,24062,24618,25370,26033,26615,27184,27880,28399,28398,28099,27891,28026,28493
Chile,CHL,"Population ages 65 and above, total",SP.POP.65UP.TO,1143539,1183543,1225549,1268831,1311812,1354189,1395616,1437537,1480619,1523183,1567518,1616305,1665083,1716356,1772512,1834058,1900863,1972266,2050113,2132971,2219439,2308615,2392386,2471958,2554579
China,CHN,"Population ages 65 and above, total",SP.POP.65UP.TO,80883133,84193687,87382979,90569395,93692315,96660764,99361609,102021532,104839668,107525766,109993150,112495225,115264009,118580277,122544762,127059111,132153818,138262713,145118407,152834660,161037596,169240734,177774074,185721855,193783391
Cote d'Ivoire,CIV,"Population ages 65 and above, total",SP.POP.65UP.TO,426241,432776,436994,441195,448409,458433,468194,477733,487279,497227,507777,518972,530691,537800,540701,544263,550893,561827,575218,590876,608504,627797,645851,660326,674709
Cameroon,CMR,"Population ages 65 and above, total",SP.POP.65UP.TO,483419,492262,501058,510030,519458,529119,538588,547694,556813,566539,576956,587952,599570,611649,623823,634953,644953,656216,669008,681910,695778,711425,725057,734808,744889
"Congo, Dem. Rep.",COD,"Population ages 65 and above, total",SP.POP.65UP.TO,1338571,1385573,1434610,1486892,1541266,1596181,1653176,1713764,1777538,1843423,1910974,1980847,2053296,2128643,2204082,2277683,2348616,2417069,2487542,2560442,2635796,2715028,2786255,2840764,2891552
"Congo, Rep.",COG,"Population ages 65 and above, total",SP.POP.65UP.TO,92207,93271,95333,97610,99065,100987,103202,105414,107738,109974,111735,114194,117016,119237,121456,123722,126326,129250,132657,136580,140938,145788,150973,156271,162448
Colombia,COL,"Population ages 65 and above, total",SP.POP.65UP.TO,1673755,1734348,1796356,1859916,1925097,1992936,2064865,2142141,2227730,2322571,2425276,2534861,2651315,2776240,2909381,3048419,3198493,3360281,3528041,3709331,3907954,4117384,4315004,4492093,4668152
Comoros,COM,"Population ages 65 and above, total",SP.POP.65UP.TO,19911,20360,20870,21250,21566,21909,22666,23819,24967,26022,26882,27490,27887,28182,28484,28889,29455,30169,30952,31949,33113,34175,34939,35361,35800
Cabo Verde,CPV,"Population ages 65 and above, total",SP.POP.65UP.TO,20444,20819,21550,22684,23893,25159,26427,27664,28849,29979,31053,32073,32124,31311,30605,30018,29594,29268,29181,29482,29981,30591,31278,31987,32924
Costa Rica,CRI,"Population ages 65 and above, total",SP.POP.65UP.TO,215377,223944,232978,242344,252148,262422,272962,283843,295099,306709,318711,331388,344865,359548,375454,392202,409296,426382,444267,463062,482517,502631,523496,542726,560871
Cuba,CUB,"Population ages 65 and above, total",SP.POP.65UP.TO,1052007,1074644,1098930,1126647,1157560,1188694,1219708,1252590,1285908,1320534,1357304,1393705,1430058,1467400,1504624,1540356,1572857,1603765,1634200,1664940,1697945,1729910,1757463,1763912,1772517
Curacao,CUW,"Population ages 65 and above, total",SP.POP.65UP.TO,12455,12514,12488,12413,12679,13126,13532,14088,14715,15331,15910,16462,17191,17997,18679,19420,20254,21131,22003,22747,21815,21347,22075,22213,22424
Cayman Islands,CYM,"Population ages 65 and above, total",SP.POP.65UP.TO,2033,2117,2191,2258,2319,2380,2448,2514,2580,2650,2718,2806,2920,3045,3196,3362,3549,3779,4024,4272,4530,4796,5067,5332,5608
Cyprus,CYP,"Population ages 65 and above, total",SP.POP.65UP.TO,89302,91700,94247,96839,99110,101293,103878,106848,110205,113983,118156,122661,127497,132149,136521,141094,145894,150809,155698,160562,165402,170235,175167,180164,185584
Czechia,CZE,"Population ages 65 and above, total",SP.POP.65UP.TO,1398438,1406165,1409154,1408548,1408868,1411571,1418957,1435173,1459264,1491494,1535021,1580946,1619567,1669208,1734512,1796560,1853345,1907623,1961301,2015306,2066645,2115195,2157212,2148702,2172945
Germany,DEU,"Population ages 65 and above, total",SP.POP.65UP.TO,13001027,13188032,13509223,13885440,14281833,14692082,15160571,15663458,16113222,16407189,16577244,16714523,16727061,16379675,16451478,16587745,16798918,17113731,17405321,17614700,17824018,18056342,18265233,18444791,18844997
Djibouti,DJI,"Population ages 65 and above, total",SP.POP.65UP.TO,22123,22945,23784,24658,25574,26482,27379,28309,29308,30378,31506,32731,34059,35455,36926,38497,40142,41731,43167,44523,45895,47309,48594,49700,50841
Dominica,DMA,"Population ages 65 and above, total",SP.POP.65UP.TO,6481,6597,6737,6854,6912,6956,7010,7074,7167,7284,7406,7542,7686,7660,7450,7371,6992,6655,6671,6562,6525,6540,6604,6747,6927
Denmark,DNK,"Population ages 65 and above, total",SP.POP.65UP.TO,793111,792031,792314,794258,797287,801773,808188,816825,827276,842556,864400,890188,919585,952106,984579,1013550,1039547,1065638,1090575,1112661,1132945,1151405,1169017,1187085,1209352
Dominican Republic,DOM,"Population ages 65 and above, total",SP.POP.65UP.TO,364800,385075,405371,426050,443545,457616,471349,484335,496731,508490,519790,531040,543140,556891,572913,591589,611657,632714,655410,679816,706337,735639,766125,796942,831425
Algeria,DZA,"Population ages 65 and above, total",SP.POP.65UP.TO,1213931,1259677,1305966,1352757,1399434,1445212,1489931,1533099,1574737,1614916,1653019,1691558,1732072,1776198,1826911,1887652,1962592,2052589,2153971,2262310,2377432,2500415,2614691,2731082,2868322
Ecuador,ECU,"Population ages 65 and above, total",SP.POP.65UP.TO,568488,588432,609076,630599,653092,676760,701903,728551,756539,785869,816583,848556,881524,915204,950307,989240,1032731,1078878,1126563,1176202,1229354,1285147,1326911,1360116,1409195
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, total",SP.POP.65UP.TO,3046765,3125114,3194512,3257579,3317507,3365610,3397700,3420070,3438945,3460565,3491935,3540630,3613983,3720714,3857347,4003310,4139901,4264580,4395019,4545790,4712658,4887657,5060221,5216772,5365058
Eritrea,ERI,"Population ages 65 and above, total",SP.POP.65UP.TO,70568,72322,74235,77436,81117,85309,89546,92780,95748,98907,103050,107309,111402,115578,119508,123106,126247,128531,130375,132704,135641,138870,142113,145081,147850
Spain,ESP,"Population ages 65 and above, total",SP.POP.65UP.TO,6514121,6652161,6781703,6934884,7075364,7155615,7190189,7274334,7387393,7473040,7592980,7738680,7893748,8044838,8181510,8337877,8503113,8632527,8750078,8884124,9028327,9184044,9318013,9437101,9649205
Estonia,EST,"Population ages 65 and above, total",SP.POP.65UP.TO,202458,205438,209313,212029,215630,219467,223095,226370,229869,232759,233130,232621,232245,233272,236282,239863,244011,248474,252443,256486,260166,264082,268313,271129,276743
Ethiopia,ETH,"Population ages 65 and above, total",SP.POP.65UP.TO,1662718,1712670,1765828,1825284,1883795,1943837,2007363,2074191,2143491,2215418,2292252,2379067,2475966,2581730,2694520,2807289,2918630,3033416,3153739,3278903,3408256,3542170,3668189,3774987,3875306
Finland,FIN,"Population ages 65 and above, total",SP.POP.65UP.TO,755744,763057,772231,782328,793010,805905,822091,836082,854977,872000,883660,901257,925729,960309,998881,1037351,1073980,1107265,1136545,1164653,1192086,1218055,1243599,1268422,1293348
Fiji,FJI,"Population ages 65 and above, total",SP.POP.65UP.TO,24480,25525,26593,27671,28731,29831,31050,32332,33677,35068,36206,37079,38019,39130,40359,41628,42911,43879,44691,45891,47393,49073,50985,52873,54838
France,FRA,"Population ages 65 and above, total",SP.POP.65UP.TO,9559110,9697928,9841925,9979617,10110486,10225450,10352607,10474002,10556031,10645333,10767544,10903043,11043674,11283621,11629845,11995907,12366153,12714090,13029325,13335680,13640015,13933362,14196384,14446427,14713791
Faroe Islands,FRO,"Population ages 65 and above, total",SP.POP.65UP.TO,6128,6153,6197,6248,6286,6335,6397,6444,6507,6639,6823,7012,7159,7289,7477,7719,8005,8300,8569,8799,8980,9141,9334,9469,9508
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, total",SP.POP.65UP.TO,3742,3663,3673,3784,3894,3960,3970,3923,3838,3738,3632,3530,3485,3562,3730,3949,4209,4504,4806,5110,5441,5812,6232,6655,7027
Gabon,GAB,"Population ages 65 and above, total",SP.POP.65UP.TO,60310,60944,61597,62286,63021,63802,64599,65401,66262,67224,68284,69465,70813,72345,74051,75795,77549,79443,81398,83346,85349,87456,89511,91255,92858
United Kingdom,GBR,"Population ages 65 and above, total",SP.POP.65UP.TO,9223088,9232359,9257268,9302522,9358045,9417734,9489053,9565917,9641851,9744896,9887287,10062157,10257870,10499466,10798980,11094552,11357917,11589815,11793001,11985373,12176955,12385241,12559292,12678761,12838342
Georgia,GEO,"Population ages 65 and above, total",SP.POP.65UP.TO,486466,485379,485897,491496,503184,518344,533659,546549,554872,553412,542060,522192,507362,500593,500813,507915,515127,519709,524272,528550,532095,535453,539853,539853,542343
Ghana,GHA,"Population ages 65 and above, total",SP.POP.65UP.TO,578857,603970,628035,650830,672993,694481,714407,732623,750348,767680,783183,796770,809799,823042,837545,855662,879366,906036,935218,968984,1007079,1050340,1095906,1141527,1190029
Gibraltar,GIB,"Population ages 65 and above, total",SP.POP.65UP.TO,4027,4123,4207,4273,4358,4456,4550,4645,4695,4684,4665,4715,4890,5094,5255,5422,5604,5789,5962,6117,6260,6404,6556,6674,6801
Guinea,GIN,"Population ages 65 and above, total",SP.POP.65UP.TO,324160,329699,334304,337258,340757,345674,350072,353831,357986,363028,368447,374059,379793,385522,390821,395448,398054,402383,410485,419183,428388,438283,447234,454094,460700
"Gambia, The",GMB,"Population ages 65 and above, total",SP.POP.65UP.TO,48982,50117,51207,52252,53253,53596,53398,53361,53482,53779,54264,54918,55681,56545,57432,58071,58319,58541,59042,59763,60694,61924,63192,64312,65650
Guinea-Bissau,GNB,"Population ages 65 and above, total",SP.POP.65UP.TO,45954,45036,44256,43607,43040,42535,42106,41761,41521,41421,41456,41646,42010,42568,43348,44352,45562,46990,48644,50481,52465,54560,56431,57944,59368
Equatorial Guinea,GNQ,"Population ages 65 and above, total",SP.POP.65UP.TO,20065,20662,21468,22517,23665,24920,26293,27812,29503,31360,33343,35377,37372,38497,38833,39307,40123,41376,43008,44928,46992,49054,50540,51453,52336
Greece,GRC,"Population ages 65 and above, total",SP.POP.65UP.TO,1748925,1787617,1826189,1868221,1909363,1947565,1983759,2017779,2044562,2061063,2078818,2106101,2140983,2177832,2203478,2219244,2235391,2251234,2273553,2298550,2320303,2345934,2373101,2395141,2411482
Grenada,GRD,"Population ages 65 and above, total",SP.POP.65UP.TO,8328,8647,8993,9249,9445,9636,9764,9871,9961,10036,10103,10176,10272,10380,10493,10623,10772,10936,11112,11291,11490,11721,11977,12267,12622
Greenland,GRL,"Population ages 65 and above, total",SP.POP.65UP.TO,2710,2769,2830,2898,2966,3034,3116,3229,3377,3522,3656,3792,3961,4079,4167,4220,4285,4378,4509,4639,4746,4874,5066,5358,5674
Guatemala,GTM,"Population ages 65 and above, total",SP.POP.65UP.TO,418601,431269,444880,458771,472526,486458,501001,516217,531834,547547,563229,578844,594336,610302,627319,646374,666932,688013,710167,734228,760781,789730,817727,838453,852613
Guam,GUM,"Population ages 65 and above, total",SP.POP.65UP.TO,7717,7986,8289,8625,8968,9307,9621,9888,10097,10249,10385,10563,10982,11665,12427,13229,14062,14890,15695,16483,17262,18047,18802,19535,20340
Guyana,GUY,"Population ages 65 and above, total",SP.POP.65UP.TO,28609,28675,28800,28982,29185,29550,30089,30632,31181,31775,32421,33124,33925,34866,35997,37228,38505,39874,41302,42787,44822,46711,48207,49598,50760
"Hong Kong SAR, China",HKG,"Population ages 65 and above, total",SP.POP.65UP.TO,701122,723088,744366,766774,788451,804869,828140,847286,865493,881539,895279,909901,933189,960126,996454,1031445,1076614,1130059,1181741,1234205,1290478,1351661,1403467,1453210,1503940
Honduras,HND,"Population ages 65 and above, total",SP.POP.65UP.TO,189977,194559,199636,204936,210596,216449,222303,228190,234267,240661,247504,255081,263610,273183,284215,296980,311173,326922,343969,361685,380051,399029,416732,431473,445565
Croatia,HRV,"Population ages 65 and above, total",SP.POP.65UP.TO,679865,692367,699705,687987,703969,717253,729626,742158,752650,761824,768416,770554,768280,769978,779231,790936,804334,815131,825741,832727,843372,858001,873121,852252,861592
Haiti,HTI,"Population ages 65 and above, total",SP.POP.65UP.TO,297270,303091,309658,316849,324745,333321,341916,350607,359717,368996,378502,388247,393210,398065,407431,415554,424222,434994,446727,459342,472881,487197,501243,513971,526290
Hungary,HUN,"Population ages 65 and above, total",SP.POP.65UP.TO,1511717,1522504,1531882,1540479,1546789,1553296,1561499,1572576,1585707,1602067,1619606,1639943,1656129,1670868,1690081,1717854,1749021,1781219,1813095,1840694,1871390,1916373,1959532,1982748,1937737
Indonesia,IDN,"Population ages 65 and above, total",SP.POP.65UP.TO,9965979,10342415,10727782,11121705,11523935,11929452,12321600,12702799,13081014,13448503,13800535,14138160,14466125,14789972,15102405,15402436,15707148,16026201,16378367,16782627,17248206,17775805,18240362,18559457,18891582
Isle of Man,IMN,"Population ages 65 and above, total",SP.POP.65UP.TO,12934,12845,12774,12792,12908,13053,13233,13457,13676,13878,14110,14396,14728,15154,15660,16132,16541,16908,17235,17545,17839,18103,18359,18570,18839
India,IND,"Population ages 65 and above, total",SP.POP.65UP.TO,44774513,46173856,47616579,49113495,50676067,52269470,53832505,55342330,56817102,58275189,59741552,61251588,62849330,64583831,66495584,68634509,71341897,74613573,78116348,81804197,85618417,89515357,93171419,95749032,97734540
Ireland,IRL,"Population ages 65 and above, total",SP.POP.65UP.TO,419692,421651,424966,430630,436502,442303,449822,456290,461185,469756,482994,499086,517416,537592,558653,580552,599411,616706,636462,656472,678617,702786,725091,746371,769976
"Iran, Islamic Rep.",IRN,"Population ages 65 and above, total",SP.POP.65UP.TO,2496423,2593747,2694744,2797854,2895869,2995048,3102190,3206743,3310941,3420696,3533643,3652380,3783592,3927533,4087509,4264679,4480084,4733342,5001217,5284158,5581136,5890789,6204285,6484407,6749976
Iraq,IRQ,"Population ages 65 and above, total",SP.POP.65UP.TO,747564,763368,781862,801083,822045,843149,864086,887288,891269,881531,897243,929526,959148,992174,1034791,1085615,1130294,1168418,1211045,1265604,1330854,1398348,1448156,1484419,1515112
Iceland,ISL,"Population ages 65 and above, total",SP.POP.65UP.TO,31679,32077,32512,33022,33519,33928,34327,34776,35297,35981,36764,37599,38598,39723,40969,42331,43770,45283,46732,48190,49840,51589,53400,55601,58526
Israel,ISR,"Population ages 65 and above, total",SP.POP.65UP.TO,595826,610675,627634,644647,660827,674877,687686,699653,710149,719189,728272,745741,763001,787052,818641,850586,881735,914247,948649,985515,1022619,1056886,1087906,1117224,1150360
Italy,ITA,"Population ages 65 and above, total",SP.POP.65UP.TO,10083244,10248789,10423840,10594476,10767132,10960629,11186871,11425470,11619061,11766923,11894209,12005517,12096038,12252618,12492793,12844504,13183650,13364281,13508310,13635254,13753249,13775244,13892091,13997392,14157178
Jamaica,JAM,"Population ages 65 and above, total",SP.POP.65UP.TO,157058,155573,153804,151883,149970,148373,147495,147558,148465,150111,152409,155369,158937,162872,166830,170415,172922,175516,179300,183263,187489,192570,198631,204614,210608
Jordan,JOR,"Population ages 65 and above, total",SP.POP.65UP.TO,124435,130436,137016,144281,152144,160458,169198,178084,194789,211405,220347,228846,237546,247479,255354,263929,275841,295973,317957,334551,352968,373605,394798,415118,433202
Japan,JPN,"Population ages 65 and above, total",SP.POP.65UP.TO,21054517,21810613,22584255,23420079,24245889,24992848,25630222,26326876,27178297,28084356,28918875,29663227,30225206,30651515,31457297,32602328,33762485,34745347,35512557,36141302,36650477,37077906,37352017,37436889,37443104
Kazakhstan,KAZ,"Population ages 65 and above, total",SP.POP.65UP.TO,976981,970663,977767,998653,1031272,1069872,1108027,1138930,1158029,1158534,1149147,1130653,1109270,1104145,1117042,1144912,1182395,1226328,1272205,1319081,1368851,1421810,1471205,1510524,1578231
Kenya,KEN,"Population ages 65 and above, total",SP.POP.65UP.TO,640234,660287,680839,701289,720459,738059,755242,772544,790336,807632,824899,843758,875352,925425,983198,1044779,1111591,1172490,1226754,1284915,1347669,1405143,1457202,1507358,1552235
Kyrgyz Republic,KGZ,"Population ages 65 and above, total",SP.POP.65UP.TO,243712,245934,247874,251010,255617,261099,266304,269356,269513,264995,255038,242106,229491,220919,218247,219384,222933,229092,236831,245633,255986,268399,280829,293452,309014
Cambodia,KHM,"Population ages 65 and above, total",SP.POP.65UP.TO,348187,359517,371175,383350,396155,409562,423975,439174,454670,470662,487403,505288,524147,544002,565228,588855,616978,649116,684181,722852,765583,812938,864539,917736,973517
